-3.05, -1.0007, -0.0640, 0.0608, -9.9924, -0.1908, 0.7557, 0
-3.05, -0.9614, -0.0415, 0.0820, -7.7405, -1.5115, 0.5496, 0
-1.02, -0.9670, -0.0444, 0.0911, -7.1069, -1.8168, 0.3435, 0
-1.02, -0.9714, -0.0610, 0.0920, -7.4427, -1.3893, 0.3740, 0
-1.02, -0.9663, -0.0493, 0.1035, -7.0611, -1.3435, 0.4198, 0
-1.02, -0.9604, -0.0430, 0.1033, -6.5573, -1.6107, 0.5038, 0
-1.02, -0.9590, -0.0427, 0.1028, -6.2061, -1.9389, 0.1374, 0
-1.02, -0.9695, -0.0454, 0.0916, -4.8473, -2.1679, 0.1679, 0
-1.02, -0.9646, -0.0549, 0.1084, -2.2061, -2.5267, -0.3282, 0
-3.05, -0.9639, -0.0627, 0.1062, 0.3817, -2.9542, -0.5649, 0
-1.02, -0.9651, -0.0686, 0.0964, 2.3588, -3.1756, -0.8855, 0
-1.02, -0.9626, -0.0776, 0.1099, 5.0382, -3.5267, -1.3740, 0
-1.02, -0.9626, -0.0706, 0.1104, 8.5267, -3.8855, -1.4122, 0
-1.02, -0.9580, -0.0735, 0.1047, 12.0534, -3.8015, -1.3893, 0
-1.02, -0.9639, -0.0669, 0.1204, 15.3893, -4.1450, -1.2595, 0
-1.02, -0.9600, -0.0720, 0.1145, 17.3893, -3.6489, -1.6489, 0
-1.02, -0.9321, -0.0486, 0.1370, 15.7099, -2.2519, -1.7405, 0
-3.05, -0.9617, -0.0034, 0.2073, 15.7023, -2.0534, -1.1908, 0
-1.02, -0.9619, -0.0732, -0.0166, 12.3206, -2.1985, -1.2366, 0
-1.02, -0.9727, -0.0151, 0.0576, 8.6794, 0.1221, -0.7328, 0
-1.02, -0.9644, 0.0107, 0.1277, 5.2137, -1.0153, -0.1298, 0
-1.02, -0.9646, 0.0134, 0.0916, 0.5115, -1.0305, 0.2519, 0
-1.02, -0.9673, 0.0142, 0.0913, -1.2977, -1.1679, 0.4809, 0
-1.02, -0.9683, -0.0068, 0.1033, -2.1527, -1.2824, 0.4504, 0
-1.02, -0.9766, -0.0227, 0.0891, -3.1374, -1.9237, -0.2901, 0
-3.05, -0.9626, -0.0310, 0.0872, -3.9618, -2.1298, -0.7634, 0
-1.02, -0.9739, -0.0339, 0.0955, -4.1145, -2.2901, -0.8473, 0
-1.02, -0.9683, -0.0374, 0.0896, -3.2061, -2.5573, -1.1908, 0
-1.02, -0.9570, -0.0313, 0.1067, -2.2901, -2.5649, -1.5038, 0
-1.02, -0.9590, -0.0264, 0.1069, -2.3511, -2.4733, -1.3588, 0
-1.02, -0.9592, -0.0210, 0.1067, -3.3282, -2.2901, -1.0305, 0
-1.02, -0.9658, -0.0127, 0.1204, -4.1221, -2.1908, -0.5267, 0
-1.02, -0.9663, -0.0220, 0.1096, -4.6794, -1.6794, -0.6641, 0
-3.05, -0.9646, -0.0237, 0.1072, -4.9618, -1.1145, -0.2824, 0
-1.02, -0.9675, -0.0227, 0.1086, -4.7634, -0.8092, -0.5954, 0
-1.02, -0.9680, -0.0242, 0.1011, -3.4733, -0.7099, -0.5267, 0
-1.02, -0.9626, -0.0156, 0.1038, -2.1069, -0.2290, -0.4198, 0
-1.02, -0.9707, -0.0093, 0.1228, -0.7634, 0.0229, -0.2519, 0
-1.02, -0.9617, 0.0083, 0.1355, -0.3511, 0.3588, 0.0000, 0
-1.02, -0.9639, 0.0200, 0.1133, -2.3511, -0.1908, 0.6031, 0
-1.02, -0.9700, 0.0503, 0.1311, -0.5038, -0.3893, 1.4962, 0
-1.02, -0.9724, 0.0625, 0.1411, -0.2443, -0.2595, 1.9695, 0
-2.54, -0.9702, 0.0732, 0.1421, -1.2061, 0.3893, 2.6947, 0
-0.51, -0.9666, 0.0789, 0.1309, -3.1908, 0.5573, 3.5802, 0
-0.51, -0.9712, 0.0825, 0.1475, -5.0534, 1.2595, 4.1985, 0
-0.51, -0.9634, 0.0854, 0.1409, -6.8244, 1.0534, 4.6947, 0
0.00, -0.9653, 0.0823, 0.1365, -8.6260, 0.5954, 4.8855, 0
0.00, -0.9617, 0.0837, 0.1375, -10.2977, 1.0153, 4.9389, 0
0.00, -0.9602, 0.0928, 0.1497, -10.7023, 1.5573, 5.6336, 0
0.51, -0.9639, 0.0791, 0.1257, -11.7863, 1.6718, 6.0229, 0
-1.02, -0.9580, 0.0750, 0.0793, -13.6489, 1.7557, 7.0458, 0
1.02, -0.9646, 0.0728, 0.1118, -13.5725, 2.1374, 7.9160, 0
1.53, -0.9517, 0.0615, 0.1150, -13.9389, 1.6489, 8.3053, 0
1.53, -0.9551, 0.0557, 0.1323, -14.1221, 2.1908, 8.2977, 0
2.03, -0.9465, 0.0479, 0.1079, -14.1756, 2.1679, 8.4046, 0
2.54, -0.9490, 0.0381, 0.1279, -13.6718, 2.3053, 8.2748, 0
2.54, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0
3.05, -0.9438, 0.0425, 0.1216, -15.0992, 3.8015, 8.0458, 0
3.56, -0.9465, 0.0503, 0.1045, -15.2443, 3.8931, 7.8168, 0
2.03, -0.9478, 0.0339, 0.1050, -17.0763, 4.7557, 7.8244, 0
4.07, -0.9502, 0.0337, 0.0925, -17.5267, 4.6336, 8.0534, 0
4.58, -0.9500, 0.0190, 0.0652, -16.7328, 3.7328, 7.5420, 0
5.08, -0.9473, 0.0171, 0.1045, -16.3511, 4.4885, 6.9618, 0
5.08, -0.9421, 0.0244, 0.0886, -17.4656, 5.0687, 6.3817, 0
