24.92, -1.0586, 0.1848, -0.1133, -8.0916, -1.4351, 0.6870, 0
25.42, -0.9563, 0.1733, -0.0540, -10.1603, 0.8321, -0.1069, 0
27.46, -0.9475, 0.2173, 0.0574, -9.3969, 0.4809, -0.5115, 0
27.46, -0.9473, 0.2261, 0.0535, -4.1450, -1.7481, -1.3664, 0
27.46, -0.9490, 0.1946, 0.0276, -2.0916, -1.8321, -2.2824, 0
27.46, -0.9546, 0.2017, 0.0337, -2.9160, -1.3893, -2.8855, 0
27.46, -0.9431, 0.2344, 0.0447, -3.4656, -1.0992, -3.5802, 0
27.46, -0.9458, 0.2417, 0.0535, -3.9618, -1.0916, -4.0382, 0
27.46, -0.9385, 0.2439, 0.0466, -5.9313, -0.4504, -4.0382, 0
24.92, -0.9387, 0.2437, 0.0537, -8.3740, 0.2901, -3.9084, 0
27.46, -0.9436, 0.2427, 0.0745, -10.7939, 1.1221, -4.6107, 0
27.46, -0.9395, 0.2366, 0.0735, -12.7710, 1.4733, -4.9771, 0
27.46, -0.9485, 0.2222, 0.0706, -13.5115, 2.1756, -5.2748, 0
27.46, -0.9370, 0.2051, 0.0691, -13.4580, 2.0916, -5.8168, 0
27.46, -0.9395, 0.2046, 0.0659, -13.1374, 2.5038, -6.4275, 0
27.46, -0.9373, 0.1978, 0.0466, -12.7023, 2.8855, -7.0458, 0
27.46, -0.9470, 0.1775, 0.0569, -12.2061, 3.1756, -7.2748, 0
25.42, -0.9521, 0.1787, 0.0405, -13.3130, 4.1298, -7.8779, 0
27.46, -0.9722, 0.1592, 0.0703, -12.6947, 5.1374, -10.1527, 0
27.46, -0.9546, 0.1926, 0.0510, -13.1374, 5.5878, -12.4885, 0
27.46, -0.9673, 0.1895, 0.0347, -13.2443, 5.1985, -14.2290, 0
26.95, -0.9592, 0.1770, 0.0549, -14.3282, 5.7939, -16.2366, 0
26.95, -0.9548, 0.1643, 0.0618, -15.8015, 6.4046, -18.1908, 0
26.44, -0.9458, 0.1621, 0.0603, -16.7481, 6.7023, -18.6183, 0
26.44, -0.9438, 0.1428, 0.0671, -15.7023, 6.7863, -17.5954, 0
23.90, -0.9534, 0.1494, 0.0720, -14.6260, 7.2137, -17.6336, 0
26.44, -0.9517, 0.1494, 0.0498, -15.0382, 7.4809, -17.6870, 0
25.93, -0.9741, 0.1416, 0.0493, -16.0153, 8.1374, -18.7328, 0
25.93, -0.9685, 0.1467, 0.0491, -16.7252, 8.3206, -18.8397, 0
25.42, -0.9626, 0.1387, 0.0295, -16.3969, 8.3588, -19.8626, 0
24.92, -0.9609, 0.1265, 0.0420, -16.3969, 8.4809, -20.4046, 0
24.92, -0.9558, 0.1250, 0.0427, -15.8321, 8.4427, -20.7176, 0
24.41, -0.9575, 0.1233, 0.0305, -15.2137, 8.1756, -20.8702, 0
22.37, -0.9695, 0.1172, 0.0076, -14.4580, 8.0153, -21.1679, 0
24.41, -0.9687, 0.1301, 0.0137, -14.4275, 7.6565, -21.5802, 0
23.90, -0.9590, 0.1287, -0.0144, -14.6870, 7.9160, -22.0153, 0
23.90, -0.9651, 0.1338, -0.0222, -14.7176, 7.4198, -21.4809, 0
23.39, -0.9600, 0.1311, -0.0149, -14.8855, 7.1069, -21.3206, 0
22.88, -0.9604, 0.1086, -0.0237, -14.9237, 7.0840, -19.9618, 0
22.88, -0.9609, 0.1111, -0.0256, -15.5420, 6.6718, -18.7710, 0
22.37, -0.9749, 0.1133, -0.0137, -14.9924, 6.3588, -17.3130, 0
19.83, -0.9722, 0.0979, -0.0254, -14.7634, 6.2366, -16.9847, 0
22.37, -0.9900, 0.0950, -0.0313, -14.0458, 5.5267, -17.0534, 0
21.86, -0.9814, 0.0750, -0.0281, -14.8626, 5.7481, -17.3206, 0
21.86, -0.9807, 0.0671, -0.0154, -14.5191, 5.5115, -17.2672, 0
21.36, -0.9861, 0.0461, -0.0354, -12.6870, 4.3969, -17.1985, 0
20.85, -0.9666, 0.0474, 0.0015, -10.9008, 3.8931, -16.6947, 0
20.34, -0.9661, 0.0349, -0.0010, -8.1756, 2.8855, -16.3206, 0
20.34, -0.9807, 0.0337, -0.0142, -6.0687, 2.3969, -16.1985, 0
17.80, -0.9919, 0.0249, -0.0059, -3.9618, 2.3893, -16.0000, 0
20.34, -0.9861, 0.0298, -0.0081, -2.2519, 1.8092, -15.7252, 0
19.83, -0.9729, 0.0435, -0.0129, -0.4962, 1.5496, -14.9389, 0
19.32, -0.9695, 0.0452, -0.0205, 0.3282, 1.1221, -15.0153, 0
19.32, -0.9707, 0.0605, -0.0232, 1.0229, 0.6031, -14.2977, 0
19.32, -0.9744, 0.0540, -0.0056, 0.7023, 0.3435, -13.9389, 0
18.81, -0.9739, 0.0586, -0.0261, -0.3893, 0.3893, -13.0763, 0
18.31, -0.9817, 0.0552, -0.0222, -0.3969, -0.5115, -12.5954, 0
18.31, -0.9810, 0.0479, -0.0466, -0.6107, -0.7634, -12.2366, 0
